title,rating,numOfRatings,FirstMovieRecommendation,SecondMovieRecommendation,ThirdMovieRecommendation,FourthMovieRecommendation
Full Speed (1996),3.125,8,Braveheart (1995),Seven (Se7en) (1995),Jerry Maguire (1996),"People vs. Larry Flynt, The (1996)"
"Funeral, The (1996)",2.4285714285714284,21,G.I. Jane (1997),Kiss the Girls (1997),"Right Stuff, The (1983)","Sex, Lies, and Videotape (1989)"
Funny Face (1957),3.6666666666666665,21,Cop Land (1997),"Peacemaker, The (1997)",Starship Troopers (1997),Executive Decision (1996)
"Further Gesture, A (1996)",1.0,1,-,-,-,-
G.I. Jane (1997),3.36,175,Sneakers (1992),In the Name of the Father (1993),"American President, The (1995)",Grumpier Old Men (1995)
Gabbeh (1996),3.3333333333333335,6,Heat (1995),Top Gun (1986),"Long Kiss Goodnight, The (1996)",Murder at 1600 (1997)
"Game, The (1997)",3.593625498007968,251,William Shakespeare's Romeo and Juliet (1996),"Craft, The (1996)",Stargate (1994),Scream 2 (1997)
Gandhi (1982),4.02051282051282,195,On Golden Pond (1981),Cold Comfort Farm (1995),Carrie (1976),G.I. Jane (1997)
Gang Related (1997),2.6875,16,Monty Python's Life of Brian (1979),"Close Shave, A (1995)",Grease (1978),Harold and Maude (1971)
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.9166666666666665,24,"Game, The (1997)",Star Trek VI: The Undiscovered Country (1991),Event Horizon (1997),Waterworld (1995)
Gaslight (1944),3.8857142857142857,35,"Long Kiss Goodnight, The (1996)",Scream 2 (1997),Crash (1996),Waterworld (1995)
"Gate of Heavenly Peace, The (1995)",4.0,1,-,-,-,-
Gattaca (1997),3.5955882352941178,136,"Crow, The (1994)",Happy Gilmore (1996),Down Periscope (1996),"Frighteners, The (1996)"
"Gay Divorcee, The (1934)",3.8666666666666667,15,Emma (1996),101 Dalmatians (1996),Boogie Nights (1997),Volcano (1997)
George of the Jungle (1997),2.685185185185185,162,"Craft, The (1996)","Nutty Professor, The (1996)","Mask, The (1994)","Ghost and the Darkness, The (1996)"
Georgia (1995),2.9,30,Amistad (1997),Scream 2 (1997),"Net, The (1995)",Executive Decision (1996)
Germinal (1993),3.0,4,Clerks (1994),"Crow, The (1994)",Dead Poets Society (1989),Fried Green Tomatoes (1991)
Geronimo: An American Legend (1993),3.111111111111111,9,Alien: Resurrection (1997),"Manchurian Candidate, The (1962)","Room with a View, A (1986)","Nutty Professor, The (1996)"
Get Shorty (1995),3.550239234449761,209,Chinatown (1974),Miracle on 34th Street (1994),Mimic (1997),L.A. Confidential (1997)
Get on the Bus (1996),3.3157894736842106,38,Pinocchio (1940),Young Frankenstein (1974),Kolya (1996),12 Angry Men (1957)
"Getaway, The (1994)",2.3333333333333335,18,Mr. Smith Goes to Washington (1939),Mother (1996),My Fair Lady (1964),In & Out (1997)
Getting Away With Murder (1996),1.0,1,-,-,-,-
Getting Even with Dad (1994),1.6,5,One Fine Day (1996),Twister (1996),Sneakers (1992),Dante's Peak (1997)
Ghost (1990),3.4647058823529413,170,Amistad (1997),Fly Away Home (1996),Michael (1996),Pretty Woman (1990)
"Ghost and Mrs. Muir, The (1947)",3.6511627906976742,43,Crash (1996),Kolya (1996),"River Wild, The (1994)",Swingers (1996)
"Ghost and the Darkness, The (1996)",3.203125,128,Stargate (1994),"Rainmaker, The (1997)",Dragonheart (1996),Interview with the Vampire (1994)
Ghost in the Shell (Kokaku kidotai) (1995),3.6538461538461537,26,Cold Comfort Farm (1995),Emma (1996),Little Women (1994),"Room with a View, A (1986)"
Ghosts of Mississippi (1996),3.4827586206896552,29,"Maltese Falcon, The (1941)",Beautiful Girls (1996),"Frighteners, The (1996)","River Wild, The (1994)"
Giant (1956),3.7450980392156863,51,Con Air (1997),"Lost World: Jurassic Park, The (1997)",Absolute Power (1997),Mimic (1997)
Gigi (1958),3.658536585365854,41,"Edge, The (1997)",Much Ado About Nothing (1993),Army of Darkness (1993),Face/Off (1997)
Gilligan's Island: The Movie (1998),1.3333333333333333,3,Starship Troopers (1997),In & Out (1997),Beautiful Girls (1996),Toy Story (1995)
Girl 6 (1996),2.76,25,Miracle on 34th Street (1994),"Killing Fields, The (1984)","Deer Hunter, The (1978)","Ice Storm, The (1997)"
Girl in the Cadillac (1995),1.0,1,-,-,-,-
Girls Town (1996),3.0,1,-,-,-,-
"Glass Shield, The (1994)",2.0,2,Dead Poets Society (1989),M*A*S*H (1970),Monty Python and the Holy Grail (1974),"Crow, The (1994)"
Glengarry Glen Ross (1992),3.463768115942029,69,"Fifth Element, The (1997)","Ice Storm, The (1997)",Jackie Brown (1997),Lost Highway (1997)
"Glimmer Man, The (1996)",2.75,48,"Philadelphia Story, The (1940)",Crash (1996),G.I. Jane (1997),My Fair Lady (1964)
Glory (1989),4.076023391812866,171,As Good As It Gets (1997),Good Will Hunting (1997),On Golden Pond (1981),"Shawshank Redemption, The (1994)"
Go Fish (1994),3.2,15,On Golden Pond (1981),"Good, The Bad and The Ugly, The (1966)",James and the Giant Peach (1996),Jungle2Jungle (1997)
"Godfather, The (1972)",4.283292978208232,413,"Godfather: Part II, The (1974)",GoodFellas (1990),"People vs. Larry Flynt, The (1996)",Bonnie and Clyde (1967)
"Godfather: Part II, The (1974)",4.186602870813397,209,"Godfather, The (1972)",Chinatown (1974),Tomorrow Never Dies (1997),GoodFellas (1990)
Gold Diggers: The Secret of Bear Mountain (1995),3.1,10,True Romance (1993),"Good, The Bad and The Ugly, The (1966)",GoodFellas (1990),Star Trek: The Motion Picture (1979)
Golden Earrings (1947),4.0,2,Batman (1989),Jurassic Park (1993),"Princess Bride, The (1987)","Philadelphia Story, The (1940)"
GoldenEye (1995),3.2061068702290076,131,Ulee's Gold (1997),Down Periscope (1996),Jungle2Jungle (1997),"Philadelphia Story, The (1940)"
Gone Fishin' (1997),1.8181818181818181,11,Gattaca (1997),"Lion King, The (1994)",Trainspotting (1996),"Crow, The (1994)"
Gone with the Wind (1939),3.854651162790698,172,Austin Powers: International Man of Mystery (1997),101 Dalmatians (1996),"Devil's Advocate, The (1997)","Remains of the Day, The (1993)"
"Good Man in Africa, A (1994)",3.0,2,"Clockwork Orange, A (1971)",Snow White and the Seven Dwarfs (1937),Fantasia (1940),Brazil (1985)
Good Morning (1971),1.0,1,-,-,-,-
Good Will Hunting (1997),4.262626262626263,198,Grumpier Old Men (1995),"Last of the Mohicans, The (1992)",Young Guns (1988),Mrs. Doubtfire (1993)
"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,137,Lone Star (1996),GoodFellas (1990),Volcano (1997),Secrets & Lies (1996)
GoodFellas (1990),3.9513274336283186,226,Bonnie and Clyde (1967),"Good, The Bad and The Ugly, The (1966)",Tomorrow Never Dies (1997),Beavis and Butt-head Do America (1996)
"Goofy Movie, A (1995)",2.9,20,"Graduate, The (1967)",Jungle2Jungle (1997),"African Queen, The (1951)","Close Shave, A (1995)"
Gordy (1995),1.0,3,-,-,-,-
Grace of My Heart (1996),3.25,8,"Hunchback of Notre Dame, The (1996)",Absolute Power (1997),12 Angry Men (1957),Dave (1993)
"Graduate, The (1967)",4.104602510460251,239,Wag the Dog (1997),Chinatown (1974),Everyone Says I Love You (1996),"Sex, Lies, and Videotape (1989)"
"Grand Day Out, A (1992)",4.106060606060606,66,Seven Years in Tibet (1997),"Boot, Das (1981)",Boogie Nights (1997),True Romance (1993)
"Grass Harp, The (1995)",3.2222222222222223,9,Heat (1995),Rumble in the Bronx (1995),In the Name of the Father (1993),"Close Shave, A (1995)"
Grateful Dead (1995),3.5,4,"Birdcage, The (1996)","Mask, The (1994)",Mission: Impossible (1996),Home Alone (1990)
Grease (1978),3.347058823529412,170,While You Were Sleeping (1995),"Postino, Il (1994)",Sleepless in Seattle (1993),Kolya (1996)
Grease 2 (1982),2.0,24,Kolya (1996),Welcome to the Dollhouse (1995),Cold Comfort Farm (1995),"Nightmare on Elm Street, A (1984)"
"Great Day in Harlem, A (1994)",5.0,1,-,-,-,-
"Great Dictator, The (1940)",4.021739130434782,46,Mimic (1997),Down Periscope (1996),Multiplicity (1996),"Wrong Trousers, The (1993)"
"Great Escape, The (1963)",4.104838709677419,124,Michael (1996),Con Air (1997),"Peacemaker, The (1997)",Rosewood (1997)
Great Expectations (1998),3.2222222222222223,27,Miracle on 34th Street (1994),"Nightmare on Elm Street, A (1984)","Close Shave, A (1995)",Basic Instinct (1992)
"Great Race, The (1965)",3.2903225806451615,31,Alien: Resurrection (1997),Crash (1996),True Romance (1993),Kingpin (1996)
"Great White Hype, The (1996)",2.7551020408163267,49,L.A. Confidential (1997),Fly Away Home (1996),Vertigo (1958),My Fair Lady (1964)
Gridlock'd (1997),3.210526315789474,19,Being There (1979),"Magnificent Seven, The (1954)","Maltese Falcon, The (1941)","Sex, Lies, and Videotape (1989)"
"Grifters, The (1990)",3.4831460674157304,89,Chinatown (1974),Ulee's Gold (1997),Some Like It Hot (1959),L.A. Confidential (1997)
Grosse Fatigue (1994),3.25,4,Ulee's Gold (1997),Conan the Barbarian (1981),Tombstone (1993),Cool Hand Luke (1967)
Grosse Pointe Blank (1997),3.675,160,Arsenic and Old Lace (1944),Cop Land (1997),Conan the Barbarian (1981),Wag the Dog (1997)
Groundhog Day (1993),3.7642857142857142,280,That Thing You Do! (1996),Singin' in the Rain (1952),Die Hard: With a Vengeance (1995),Lone Star (1996)
Grumpier Old Men (1995),3.0405405405405403,148,Good Will Hunting (1997),G.I. Jane (1997),Starship Troopers (1997),Kiss the Girls (1997)
Guantanamera (1994),3.75,4,Jerry Maguire (1996),Sneakers (1992),Toy Story (1995),"Truth About Cats & Dogs, The (1996)"
Guilty as Sin (1993),2.1666666666666665,6,Star Trek: The Motion Picture (1979),Evita (1996),Mr. Holland's Opus (1995),Young Guns (1988)
Gumby: The Movie (1995),2.6,5,Searching for Bobby Fischer (1993),Beavis and Butt-head Do America (1996),"Sex, Lies, and Videotape (1989)",Batman Returns (1992)
Hackers (1995),2.606060606060606,33,Lost Highway (1997),Everyone Says I Love You (1996),"Philadelphia Story, The (1940)","Hunchback of Notre Dame, The (1996)"
Half Baked (1998),2.5,20,Rumble in the Bronx (1995),"Professional, The (1994)",Grosse Pointe Blank (1997),Terminator 2: Judgment Day (1991)
Halloween: The Curse of Michael Myers (1995),2.2,25,Good Will Hunting (1997),My Fair Lady (1964),"Boot, Das (1981)","Birdcage, The (1996)"
Hamlet (1996),4.011111111111111,90,Ben-Hur (1959),Henry V (1989),"Deer Hunter, The (1978)",Emma (1996)
Hana-bi (1997),3.0,1,-,-,-,-
Happy Gilmore (1996),3.389261744966443,149,Kolya (1996),Gattaca (1997),Ulee's Gold (1997),Alien: Resurrection (1997)
Hard Eight (1996),4.0,15,Gandhi (1982),Full Metal Jacket (1987),"Hunt for Red October, The (1990)",Star Trek VI: The Undiscovered Country (1991)
Hard Rain (1998),2.903225806451613,31,Real Genius (1985),"Craft, The (1996)",Waterworld (1995),Strictly Ballroom (1992)
Hard Target (1993),2.7,40,Emma (1996),Kolya (1996),On Golden Pond (1981),"Postino, Il (1994)"
Harlem (1993),2.75,4,"Godfather: Part II, The (1974)",Gone with the Wind (1939),Con Air (1997),Star Trek IV: The Voyage Home (1986)
Harold and Maude (1971),3.8181818181818183,121,"Sex, Lies, and Videotape (1989)",Swingers (1996),True Romance (1993),Ulee's Gold (1997)
Harriet the Spy (1996),2.7,40,Under Siege (1992),In the Name of the Father (1993),"Philadelphia Story, The (1940)",Fly Away Home (1996)
"Hate (Haine, La) (1995)",3.5,18,Apt Pupil (1998),Fried Green Tomatoes (1991),While You Were Sleeping (1995),Platoon (1986)
"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,15,Scream 2 (1997),While You Were Sleeping (1995),"Long Kiss Goodnight, The (1996)",L.A. Confidential (1997)
He Walked by Night (1948),4.0,1,-,-,-,-
Head Above Water (1996),3.0,4,Jackie Brown (1997),"Full Monty, The (1997)",Event Horizon (1997),Wag the Dog (1997)
Hear My Song (1991),3.25,8,Alien (1979),"Firm, The (1993)",Clerks (1994),"Sex, Lies, and Videotape (1989)"
Hearts and Minds (1996),3.8,5,Titanic (1997),"Sting, The (1973)",Everyone Says I Love You (1996),Some Like It Hot (1959)
Heat (1995),3.569506726457399,223,"Philadelphia Story, The (1940)","Game, The (1997)",Michael (1996),Cop Land (1997)
Heathers (1989),3.690058479532164,171,Sling Blade (1996),Grosse Pointe Blank (1997),Good Will Hunting (1997),Natural Born Killers (1994)
Heaven & Earth (1993),2.5555555555555554,9,Singin' in the Rain (1952),Pretty Woman (1990),Stargate (1994),"Ghost and the Darkness, The (1996)"
Heaven's Prisoners (1996),2.5185185185185186,27,"Cable Guy, The (1996)",Strictly Ballroom (1992),Henry V (1989),"Remains of the Day, The (1993)"
Heavenly Creatures (1994),3.6714285714285713,70,"Frighteners, The (1996)","Adventures of Priscilla, Queen of the Desert, The (1994)","Clockwork Orange, A (1971)","Nightmare Before Christmas, The (1993)"
Heavy (1995),2.4,5,Pretty Woman (1990),Chasing Amy (1997),Being There (1979),When Harry Met Sally... (1989)
Heavy Metal (1981),3.26027397260274,73,Rosewood (1997),Tomorrow Never Dies (1997),Good Will Hunting (1997),Ulee's Gold (1997)
Heavyweights (1994),2.1538461538461537,13,"Full Monty, The (1997)",Primal Fear (1996),Seven Years in Tibet (1997),Donnie Brasco (1997)
Hedd Wyn (1992),1.0,1,-,-,-,-
Heidi Fleiss: Hollywood Madam (1995) ,2.6923076923076925,13,"Ice Storm, The (1997)","Saint, The (1997)",Tombstone (1993),Dumbo (1941)
Hellraiser: Bloodline (1996),2.0,18,Phenomenon (1996),Secrets & Lies (1996),Rosewood (1997),Beautiful Girls (1996)
Henry V (1989),4.137096774193548,124,Unforgiven (1992),Seven Years in Tibet (1997),Searching for Bobby Fischer (1993),Cop Land (1997)
Herbie Rides Again (1974),2.272727272727273,11,Rosewood (1997),James and the Giant Peach (1996),Jungle2Jungle (1997),Multiplicity (1996)
Hercules (1997),3.515151515151515,66,Wag the Dog (1997),Shine (1996),Secrets & Lies (1996),Ulee's Gold (1997)
Here Comes Cookie (1935),2.0,1,-,-,-,-
Hideaway (1995),2.4444444444444446,9,"First Wives Club, The (1996)",Little Women (1994),"Hudsucker Proxy, The (1994)",Happy Gilmore (1996)
High Noon (1952),4.1022727272727275,88,"Frighteners, The (1996)",Swingers (1996),"Magnificent Seven, The (1954)",Ulee's Gold (1997)
High School High (1996),2.6206896551724137,29,Secrets & Lies (1996),Cinema Paradiso (1988),Some Like It Hot (1959),Cold Comfort Farm (1995)
Higher Learning (1995),3.3333333333333335,30,"Ice Storm, The (1997)",Murder at 1600 (1997),Mother (1996),Apt Pupil (1998)
Highlander (1986),3.5359477124183005,153,Scream 2 (1997),"Peacemaker, The (1997)","Ghost and the Darkness, The (1996)",In & Out (1997)
Highlander III: The Sorcerer (1994),2.125,16,Crash (1996),Welcome to the Dollhouse (1995),One Fine Day (1996),Fly Away Home (1996)
His Girl Friday (1940),4.0,56,"Cable Guy, The (1996)","Hunchback of Notre Dame, The (1996)","People vs. Larry Flynt, The (1996)",Seven Years in Tibet (1997)
Hollow Reed (1996),2.3333333333333335,6,Trainspotting (1996),Kingpin (1996),Rumble in the Bronx (1995),"Saint, The (1997)"
Homage (1995),1.0,1,-,-,-,-
Home Alone (1990),3.0875912408759123,137,Michael (1996),Maverick (1994),My Best Friend's Wedding (1997),Starship Troopers (1997)
Home Alone 3 (1997),1.894736842105263,19,Batman (1989),Broken Arrow (1996),Clueless (1995),Die Hard (1988)
Home for the Holidays (1995),3.1551724137931036,58,Ulee's Gold (1997),Lawrence of Arabia (1962),Little Women (1994),Rosewood (1997)
Homeward Bound II: Lost in San Francisco (1996),2.78125,32,Lost Highway (1997),"Ice Storm, The (1997)",G.I. Jane (1997),William Shakespeare's Romeo and Juliet (1996)
Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61,Good Will Hunting (1997),Cop Land (1997),Miracle on 34th Street (1994),Fly Away Home (1996)
Hoodlum (1997),2.9315068493150687,73,Being There (1979),Strictly Ballroom (1992),"Room with a View, A (1986)","Good, The Bad and The Ugly, The (1966)"
Hoop Dreams (1994),4.094017094017094,117,"Wrong Trousers, The (1993)",William Shakespeare's Romeo and Juliet (1996),Chasing Amy (1997),Mother (1996)
"Horse Whisperer, The (1998)",2.7142857142857144,7,Real Genius (1985),Waterworld (1995),Clerks (1994),"Professional, The (1994)"
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,9,Fried Green Tomatoes (1991),Little Women (1994),Mighty Aphrodite (1995),Aladdin (1992)
Hostile Intentions (1994),1.0,1,-,-,-,-
Hot Shots! Part Deux (1993),2.764705882352941,68,Chinatown (1974),Secrets & Lies (1996),Bonnie and Clyde (1967),Father of the Bride Part II (1995)
Hotel de Love (1996),3.25,4,Beautiful Girls (1996),Event Horizon (1997),G.I. Jane (1997),George of the Jungle (1997)
"Hour of the Pig, The (1993)",3.5714285714285716,14,Bonnie and Clyde (1967),Murder at 1600 (1997),Emma (1996),Jungle2Jungle (1997)
House Arrest (1996),2.52,25,Kolya (1996),"Ice Storm, The (1997)",Alien: Resurrection (1997),Lost Highway (1997)
House Party 3 (1994),2.0,9,Casablanca (1942),Vertigo (1958),Starship Troopers (1997),"Room with a View, A (1986)"
"House of Yes, The (1997)",3.0,18,Face/Off (1997),Cold Comfort Farm (1995),Mimic (1997),Happy Gilmore (1996)
"House of the Spirits, The (1993)",3.0416666666666665,24,Seven Years in Tibet (1997),Ulee's Gold (1997),"Ice Storm, The (1997)","Craft, The (1996)"
Houseguest (1994),2.8333333333333335,24,"Rainmaker, The (1997)",Kiss the Girls (1997),Murder at 1600 (1997),On Golden Pond (1981)
How to Be a Player (1997),2.761904761904762,21,Rear Window (1954),Welcome to the Dollhouse (1995),"Craft, The (1996)",Snow White and the Seven Dwarfs (1937)
How to Make an American Quilt (1995),3.3380281690140845,71,Kiss the Girls (1997),"Frighteners, The (1996)",Bound (1996),Young Guns (1988)
"Howling, The (1981)",3.026315789473684,38,Welcome to the Dollhouse (1995),In & Out (1997),Sabrina (1995),Happy Gilmore (1996)
"Hudsucker Proxy, The (1994)",3.5545454545454547,110,Monty Python's Life of Brian (1979),Chinatown (1974),"Philadelphia Story, The (1940)",Arsenic and Old Lace (1944)
Hugo Pool (1997),3.2857142857142856,7,Spawn (1997),Evita (1996),Chasing Amy (1997),Ulee's Gold (1997)
"Hunchback of Notre Dame, The (1996)",3.377952755905512,127,Arsenic and Old Lace (1944),Interview with the Vampire (1994),Ed Wood (1994),"Mask, The (1994)"
"Hungarian Fairy Tale, A (1987)",1.0,1,-,-,-,-
"Hunt for Red October, The (1990)",3.8634361233480177,227,Air Force One (1997),Tombstone (1993),Mimic (1997),Crimson Tide (1995)
"Hunted, The (1995)",2.0,3,"Shining, The (1980)",GoodFellas (1990),M*A*S*H (1970),Unforgiven (1992)
Hurricane Streets (1998),2.6666666666666665,9,Welcome to the Dollhouse (1995),Star Wars (1977),Die Hard 2 (1990),Die Hard: With a Vengeance (1995)
Hush (1998),2.0,1,-,-,-,-
I Can't Sleep (J'ai pas sommeil) (1994),2.6666666666666665,3,Dante's Peak (1997),"Full Monty, The (1997)",Jackie Chan's First Strike (1996),Jungle2Jungle (1997)
I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1,-,-,-,-
I Know What You Did Last Summer (1997),3.06,100,"Sex, Lies, and Videotape (1989)",Ace Ventura: Pet Detective (1994),Cool Hand Luke (1967),"Sound of Music, The (1965)"
I Like It Like That (1994),2.3333333333333335,3,"Shining, The (1980)",Aliens (1986),Die Hard: With a Vengeance (1995),Dead Poets Society (1989)
